velocity_score,burst_score,suspicious_neighbor_count,device_reuse_count,ip_reuse_count,ja3_reuse_count,network_risk_score,flow_risk_score
1.8333333333333333,1.514139024667705,4.583333333333334,1.6666666666666663,6.560113016089646,1.6363636363636358,0.9503442341570214,0.0
1.5,0.0,0.75,2.5,0.0,10.0,0.9166318461123399,0.0
1.0,0.12383474166475229,0.6666666666666666,3.3333333333333326,0.0,2.25,0.9166318461123399,0.0
0.0021008403361344537,0.0,0.5,0.0,0.0,10.0,1.0331800959238213,0.0
0.5,0.0,0.5,5.0,0.0,4.0,0.9238727299527234,0.0
0.025404157043879907,1.1744949494708836,0.9166666666666663,0.8333333333333337,0.0,2.295454545454545,1.0326637263548524,0.0
0.5,0.0,0.5,5.0,0.0,4.0,1.0331800959238213,0.0
0.5,0.0,0.5,0.0,0.0,10.0,0.9503442341570214,0.0
1.0,0.0,0.6666666666666666,3.3333333333333326,0.0,10.0,0.9166318461123399,0.0
0.5,0.0,0.5,0.0,0.0,2.5,0.8067082517707769,0.0
3.0,1.344201721831948,12.40909090909091,0.9090909090909083,10.0,2.058441558441558,1.0326637263548524,0.0
0.5,0.0,0.5,0.0,0.0,2.5,1.0331800959238213,0.0
1.0,0.2453329755763282,1.5,5.0,2.754887493507299,1.5,0.9166318461123399,0.0
0.5,0.0,0.5,5.0,0.0,10.0,0.9238727299527234,0.0
1.2008673162830794,1.3997877868986783,14.955752212389356,0.05899705014749235,3.3318255440425224,2.3993559197779755,0.9166318461123399,0.0
0.06804374240583233,0.7095394002196502,6.533333333333333,0.6666666666666676,7.079637055913986,8.057142857142857,1.0331800959238213,0.0
0.2059714409346603,0.48627090287022684,0.9655172413793087,0.6896551724137923,0.0,2.1711822660098514,0.9435965958304353,0.0
0.022727272727272728,0.0,0.5,0.0,0.0,0.0,0.9238727299527234,0.0
0.5,0.8417937871268422,1.3333333333333333,6.666666666666668,2.99999999134383,3.25,0.7610779650359428,0.0
1.0,0.4652018297279918,1.3333333333333333,3.3333333333333326,2.99999999134383,6.0,0.7610779650359428,0.0
0.030303030303030304,0.7771804261689982,0.6666666666666666,0.0,0.0,0.0,1.0326637263548524,0.0
1.5,0.77481364744397,1.5,5.0,2.754887493507299,2.333333333333333,0.9296805657481239,0.0
0.07153502235469449,0.40327602267812607,1.7777777777777777,1.1111111111111116,1.630693320942619,0.9583333333333335,0.8887992426459854,0.0
0.5,1.004068475832707,1.5,5.0,2.754887493507299,4.0,0.9435965958304353,0.0
0.5,0.0,0.5,5.0,0.0,10.0,1.3330917604121053,0.0
0.5,0.8417937871268422,1.3333333333333333,3.3333333333333326,2.99999999134383,7.25,0.9166318461123399,0.0
0.15384615384615385,0.5138733965379715,0.6666666666666666,0.0,0.0,0.0,0.8530631166713638,0.0
0.5316455696202531,0.5751162060692762,17.379310344827587,0.6896551724137923,10.0,2.4390394088669947,1.0331800959238213,0.0
0.2490170380078637,1.1113113403861747,7.6000000000000005,0.9999999999999998,7.452765399759716,1.7473684210526317,0.8887992426459854,0.0
0.5,0.0,0.5,5.0,0.0,1.5,0.8530631166713638,0.0
0.007753607581305191,0.7228123378145211,0.9473684210526312,1.0526315789473684,0.0,2.399122807017544,0.9503442341570214,0.0
1.0,0.9324485026635791,1.3333333333333333,3.3333333333333326,2.99999999134383,7.25,0.9296805657481239,0.0
1.0,0.9584722215307319,2.4,4.0,4.4999999870157446,1.8250000000000002,1.0331800959238213,0.0
0.005376344086021506,0.44659375653887207,0.6666666666666666,3.3333333333333326,0.0,2.25,0.7610779650359428,0.0
0.5,0.0,0.5,5.0,0.0,10.0,0.9503442341570214,0.0
0.24193548387096772,0.4901486742729291,0.833333333333333,3.3333333333333326,2.1657842760059163,6.5,1.3330917604121053,0.0
1.6379174852652258,1.1649016530095788,13.964824120603007,0.05025125628140836,9.165627909423907,2.2442945204612483,0.9166318461123399,0.0
0.0125,0.0,0.5,0.0,0.0,2.5,0.8067082517707769,0.0
0.5,0.0,0.5,5.0,0.0,1.5,0.8067082517707769,0.0
1.1666666666666667,0.7605398993899725,5.5,1.6666666666666663,6.666574700551522,1.6363636363636358,1.0331800959238213,0.0
0.05583756345177665,0.6751530956618548,0.9166666666666663,0.8333333333333337,0.0,2.5227272727272725,1.0331800959238213,0.0
0.5,0.0,0.5,0.0,0.0,2.5,1.0331800959238213,0.0
1.5,0.9441140272922328,1.6666666666666665,1.6666666666666663,2.1657842760059163,3.5000000000000004,0.9503442341570214,0.0
1.0,0.28059792904228076,0.6666666666666666,6.666666666666668,0.0,8.25,1.0326637263548524,0.0
0.12044374009508717,1.855794622752093,7.836734693877547,0.20408163265306034,4.872606817961777,2.665391156462585,1.0326637263548524,0.0
0.5,0.0,0.5,5.0,0.0,10.0,0.6871863394201794,0.0
0.008547008547008548,0.9591776929944347,0.6666666666666666,0.0,0.0,2.5,1.0331800959238213,0.0
